rank,name,age_x,country_x,industry,sex,citizenship,marital _status,source_1_x,source_2_x,source_3_x,final_worth,age_y,industry_billionaires,source_1_y,source_2_y,source_3_y
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,57.0,Healthcare,Pharmaceuticals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,95.0,Finance & Investments,Diversified,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,60.0,Technology,Fiber optic cables,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,58.0,Logistics,Logistics,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,68.0,Manufacturing,Manufacturing,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,76.0,Manufacturing,Carbon fiber products,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,26.0,Metals & Mining,Chemicals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,84.0,Manufacturing,Electronic components,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,37.0,Manufacturing,Industrial machinery,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,80.0,Finance & Investments,Money management,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,68.0,Manufacturing,Machinery,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,53.0,Manufacturing,Chemicals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,43.0,Technology,Drones,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,59.0,Manufacturing,Motors,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,58.0,Food & Beverage,Beverages,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,63.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,52.0,Healthcare,Pharmaceuticals,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,60.0,Manufacturing,Machinery,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,62.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,57.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,60.0,Manufacturing,Machinery,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,62.0,Manufacturing,Electrical equipment,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,65.0,Real Estate,Real estate,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,57.0,Fashion & Retail,Fashion retail,,
2020,Nobutoshi Shimamura,97.0,Japan,Fashion & Retail,Male,Japan,Married,retail,,,1400,63.0,Diversified,Pulp and paper, diversified,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,53.0,Automotive,Damaged cars,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,85.0,Logistics,Chemicals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,64.0,Healthcare,Pharmaceuticals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,76.0,Healthcare,Pharmaceuticals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,72.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Finance & Investments,Banking, development,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,64.0,Automotive,Automotive technology,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,41.0,Fashion & Retail,Flipkart,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,83.0,Energy,Coal,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,60.0,Construction & Engineering,Investments, real estate,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,70.0,Healthcare,Pharmaceuticals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,90.0,Finance & Investments,Banking, insurance,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,66.0,Diversified,Diversified,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,70.0,Healthcare,Pharmaceuticals, food,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,50.0,Technology,Messaging software,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,71.0,Technology,Electronic components,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,40.0,Technology,Software,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,58.0,Manufacturing,Industrial equipment,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,76.0,Real Estate,Real estate, electronics,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,62.0,Metals & Mining,Minerals processing,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,50.0,Manufacturing,Power tools,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,64.0,Automotive,Auto parts,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,52.0,Telecom,Cell phone distribution,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,77.0,Finance & Investments,Investments,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,76.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,54.0,Food & Beverage,Food,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,60.0,Technology,Technology,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,86.0,Media & Entertainment,Media,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,52.0,Finance & Investments,Financial services,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Finance & Investments,Financial services,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,59.0,Healthcare,Vaccines,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,67.0,Energy,Energy,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,74.0,Media & Entertainment,Video games,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,72.0,Media & Entertainment,Video games,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,45.0,Finance & Investments,Online payments,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,87.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,45.0,Construction & Engineering,Chemical products,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Finance & Investments,Trading, investments,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,59.0,Finance & Investments,Investments,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,36.0,Manufacturing,Elevators, escalators,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,70.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Finance & Investments,Finance,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,57.0,Finance & Investments,Asset management,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,72.0,Service,Industrial equipment,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,61.0,Manufacturing,Auto parts,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,64.0,Manufacturing,Manufacturing,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,56.0,Manufacturing,Manufacturing,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,62.0,Finance & Investments,Asset management,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,101.0,Finance & Investments,Insurance,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,57.0,Technology,Call centers,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,60.0,Diversified,Real estate, gambling,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Technology,Software firm,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,58.0,Healthcare,Medical devices,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Finance & Investments,Investments,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,82.0,Technology,Video games,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,69.0,Technology,Retail,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,70.0,Technology,Software,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,42.0,Finance & Investments,Payments, banking,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,60.0,Fashion & Retail,Estée Lauder,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Technology,Internet,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,73.0,Diversified,Genentech, Apple,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,73.0,Food & Beverage,Seed production,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,61.0,Diversified,Steel, diversified,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,58.0,Manufacturing,Petro Firbe,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,46.0,Manufacturing,Machinery,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,71.0,Healthcare,Pharmaceuticals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,68.0,Food & Beverage,Agribusiness,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,45.0,Media & Entertainment,Online games,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,58.0,Healthcare,Medical equipment,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,66.0,Food & Beverage,Agribusiness,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,61.0,Diversified,Diversified,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Fashion & Retail,E-commerce,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,81.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,57.0,Healthcare,Laboratory services,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,63.0,Finance & Investments,Finance services,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Finance & Investments,Banking,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,58.0,Logistics,Aircraft leasing,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,60.0,Finance & Investments,Investments,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,67.0,Finance & Investments,Investments, energy,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,59.0,Food & Beverage,Consumer products, banking,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,80.0,Gambling & Casinos,Casinos,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Healthcare,Biotech,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Finance & Investments,Banking,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,87.0,Manufacturing,Defense contractor,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,38.0,Fashion & Retail,E-commerce,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,67.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,72.0,Logistics,Infrastructure,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Healthcare,Pharmaceuticals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Healthcare,Pharmaceuticals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,75.0,Fashion & Retail,Supermarkets,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,49.0,Diversified,Investments, real estate,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,60.0,Manufacturing,Chemicals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,77.0,Diversified,Diversified,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,77.0,Food & Beverage,Beverages,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,81.0,Gambling & Casinos,Video games, pachinko,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,66.0,Technology,Software,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,48.0,Manufacturing,Chemicals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,70.0,Healthcare,Healthcare,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,70.0,Diversified,Refinery, chemicals,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,65.0,Finance & Investments,Banking,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,50.0,Food & Beverage,Food, retail,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,56.0,Manufacturing,Machinery,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,54.0,Sports,Sports,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,59.0,Sports,Sports,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,63.0,Sports,Sports,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,64.0,Metals & Mining,Gold, coal mining,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,69.0,Energy,Refinery, chemicals,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,66.0,Food & Beverage,Meat processing,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,44.0,Food & Beverage,Meat processing,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,77.0,Real Estate,Real estate,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,89.0,Healthcare,Hospitals,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,63.0,Fashion & Retail,Retail,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,54.0,Service,Airline,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,55.0,Manufacturing,Electronics components,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,47.0,Technology,Software,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,83.0,Fashion & Retail,Health products,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,50.0,Manufacturing,Battery components,,
2133,Mehmet Sinan Tara,65.0,Turkey,Construction & Engineering,Male,Turkey,Married,Construction,,,1300,74.0,Diversified,Internet,,
