rank,name,age_x,country_x,industry,sex,citizenship,marital _status,source_1_x,source_2_x,source_3_x,final_worth,age_y,industry_billionaires,source_1_y,source_2_y,source_3_y
567,Thomas Secunda,69.0,United States,Media & Entertainment,Male,United States,Married,Bloomberg LP,,,4800,62.0,Finance & Investments,Mining,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,88.0,Diversified,Energy, investments,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,76.0,Sports,New Orleans Saints,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,78.0,Technology,Electronics,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,63.0,Manufacturing,Carpet,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,54.0,Finance & Investments,Banking,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,68.0,Real Estate,Real estate,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,77.0,Technology,Samsung,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,50.0,Manufacturing,Hair dryers,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,68.0,Media & Entertainment,Bloomberg LP,,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,76.0,Diversified,Aluminum, diversified,
580,Alexandra Schoerghuber,65.0,Germany,Real Estate,Female,Germany,Widowed,Real estate ,,,4700,52.0,Media & Entertainment,Video games,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,61.0,Food & Beverage,Vodka,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,64.0,Media & Entertainment,Online media, Dallas Mavericks,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,96.0,Media & Entertainment,Cable television,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,46.0,Technology,Twitter, Square,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,56.0,Energy,Petrochemicals,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,62.0,Metals & Mining,Mining,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,55.0,Finance & Investments,Financial services,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,79.0,Fashion & Retail,Estee Lauder,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,54.0,Manufacturing,Renewable energy,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,45.0,Media & Entertainment,Gaming,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,56.0,Telecom,Telecom,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,69.0,Fashion & Retail,Supermarkets,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,71.0,Fashion & Retail,Supermarkets,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,65.0,Fashion & Retail,Supermarkets,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,79.0,Food & Beverage,Food,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,78.0,Logistics,FedEx,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,62.0,Finance & Investments,Private equity,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,34.0,Manufacturing,Heating, cooling equipment,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,52.0,Food & Beverage,Energy drinks,,
591,Danielle Bellon,83.0,France,Service,Female,France,Widowed,Food services,,,4600,66.0,Healthcare,Healthcare,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,50.0,Healthcare,Biotech, vaccines,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,89.0,Technology,Computer services, real estate,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,88.0,Manufacturing,Defense,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,63.0,Service,Staffing & recruiting,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,64.0,Construction & Engineering,Construction,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,81.0,Healthcare,Biochemicals,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,58.0,Fashion & Retail,Retail,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,67.0,Real Estate,Real estate,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,71.0,Sports,Philadelphia Eagles,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,66.0,Finance & Investments,Investment research,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,65.0,Manufacturing,Home-cleaning robots,,
624,Hussain Sajwani,70.0,United Arab Emirates,Real Estate,Male,United Arab Emirates,Married,Real estate,,,4400,54.0,Metals & Mining,Titanium,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,59.0,Telecom,Telecom,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,46.0,Finance & Investments,Private equity,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,63.0,Finance & Investments,Banking,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,49.0,Finance & Investments,Private equity,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,61.0,Healthcare,Pharmaceuticals,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,91.0,Logistics,Trucking,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,90.0,Food & Beverage,Little Caesars Pizza,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,61.0,Diversified,Pharmacies,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,62.0,Metals & Mining,Metals,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,56.0,Finance & Investments,Banking,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,55.0,Finance & Investments,Banking,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,60.0,Real Estate,Real estate,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,58.0,Real Estate,Real estate,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,61.0,Food & Beverage,Cargill,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,75.0,Real Estate,Real estate,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,54.0,Diversified,Diversified,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,64.0,Healthcare,Medical equipment,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,66.0,Finance & Investments,Finance,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,65.0,Finance & Investments,Finance,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,42.0,Technology,Drones,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,74.0,Manufacturing,Solar inverters,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,58.0,Technology,Business software,,
636,Peter Grogg,81.0,Switzerland,Healthcare,Male,Switzerland,no data,Biochemicals,,,4300,83.0,Finance & Investments,Investments,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,65.0,Service,Carnival Cruises,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,68.0,Finance & Investments,Oil, banking, telecom
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,82.0,Real Estate,Real estate,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,57.0,Real Estate,Real estate,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,87.0,Finance & Investments,Insurance,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,82.0,Finance & Investments,Franklin Templeton,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,72.0,Energy,Coal,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,74.0,Technology,Navigation equipment,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,82.0,Finance & Investments,Finance,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,53.0,Technology,Groupon, investments,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,55.0,Technology,Smartphones,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,59.0,Finance & Investments,Investments,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,68.0,Technology,Venture capital,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,60.0,Service,Hotels, investments,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,73.0,Automotive,U-Haul,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,58.0,Technology,EBay,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,40.0,Food & Beverage,In-N-Out Burger,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,73.0,Fashion & Retail,Supermarkets,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,71.0,Diversified,Diversified,,
659,Frank Wang,42.0,China,Technology,Male,China,Married,Drones,,,4200,55.0,Finance & Investments,Facebook, investments,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,68.0,Food & Beverage,Agriculture,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,83.0,Service,Food services,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,83.0,Media & Entertainment,Publishing,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,87.0,Food & Beverage,Beverages,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,74.0,Energy,Oil, real estate,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,70.0,Technology,Software,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,54.0,Food & Beverage,Spirits,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,66.0,Manufacturing,Elevators, escalators,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,55.0,Manufacturing,Paint,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,83.0,Service,Food service,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,56.0,Fashion & Retail,Tobacco distribution, retail,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,73.0,Food & Beverage,Campbell Soup,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,61.0,Diversified,Banking, minerals,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,66.0,Finance & Investments,Banking, minerals,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,76.0,Sports,Billboards, Los Angeles Angels,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,63.0,Manufacturing,Train cars,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,88.0,Real Estate,Real estate,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,82.0,Diversified,Construction equipment, media,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,60.0,Technology,Cybersecurity,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,57.0,Healthcare,Biotech,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,68.0,Food & Beverage,Agriculture,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,83.0,Service,Food services,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,83.0,Media & Entertainment,Publishing,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,87.0,Food & Beverage,Beverages,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,74.0,Energy,Oil, real estate,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,70.0,Technology,Software,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,54.0,Food & Beverage,Spirits,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,66.0,Manufacturing,Elevators, escalators,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,55.0,Manufacturing,Paint,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,83.0,Service,Food service,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,56.0,Fashion & Retail,Tobacco distribution, retail,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,73.0,Food & Beverage,Campbell Soup,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,61.0,Diversified,Banking, minerals,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,66.0,Finance & Investments,Banking, minerals,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,76.0,Sports,Billboards, Los Angeles Angels,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,63.0,Manufacturing,Train cars,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,88.0,Real Estate,Real estate,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,82.0,Diversified,Construction equipment, media,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,60.0,Technology,Cybersecurity,,
679,Jim Davis,63.0,United States,Service,Male,United States,Married,Staffing & recruiting,,,4100,57.0,Healthcare,Biotech,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,80.0,Energy,Oil, investments,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,48.0,Technology,Email marketing,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,75.0,Food & Beverage,Subway,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,56.0,Diversified,Conglomerate,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,77.0,Manufacturing,Electrical equipment,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,73.0,Sports,Sports,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,46.0,Technology,Uber,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,61.0,Manufacturing,Aluminum,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,51.0,Technology,Email marketing,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,65.0,Manufacturing,Battery separators,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,42.0,Technology,E-commerce,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,79.0,Automotive,Car dealerships,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,63.0,Telecom,Telecom,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,67.0,Telecom,Telecom,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,80.0,Media & Entertainment,Marvel comics,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,90.0,Finance & Investments,Banking, real estate,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,68.0,Telecom,Telecom,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,76.0,Media & Entertainment,Movies,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,75.0,Healthcare,Pharmaceuticals,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,69.0,Energy,Oil trading,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,74.0,Metals & Mining,Steel,,
699,Ken Xie,60.0,United States,Technology,Male,United States,Married,Cybersecurity,,,4000,73.0,Diversified,Valves,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,76.0,Manufacturing,Auto parts,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,72.0,Food & Beverage,Cargill,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,73.0,Food & Beverage,Cargill,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,91.0,Finance & Investments,Insurance, beverages,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,65.0,Finance & Investments,Insurance,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,85.0,Automotive,Hyundai,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,67.0,Finance & Investments,Investments,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,83.0,Fashion & Retail,Coffee makers,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,83.0,Healthcare,Optometry,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,94.0,Energy,Oil,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,63.0,Sports,Indianapolis Colts,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,65.0,Diversified,Diversified,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,69.0,Food & Beverage,Cargill,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,78.0,Healthcare,Hospitals,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,76.0,Diversified,Banking, minerals,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,63.0,Diversified,Banking, minerals,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,60.0,Gambling & Casinos,Videogames,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,56.0,Fashion & Retail,Consumer goods,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,50.0,Fashion & Retail,Consumer goods,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,44.0,Fashion & Retail,Consumer goods,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,62.0,Manufacturing,Glass,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,63.0,Finance & Investments,Venture capital,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,70.0,Finance & Investments,Finance,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,79.0,Food & Beverage,Consumer goods,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,73.0,Healthcare,Pharmaceuticals,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,57.0,Manufacturing,Semiconductors,,
721,Marian Ilitch,90.0,United States,Food & Beverage,Female,United States,Widowed,Little Caesars Pizza,,,3900,60.0,Healthcare,Pharmaceuticals,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,51.0,Finance & Investments,Fintech,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,76.0,Finance & Investments,Insurance,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,71.0,Real Estate,Real estate,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,56.0,Real Estate,Real estate,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,59.0,Technology,Imaging systems,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,66.0,Logistics,Logistics,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,56.0,Real Estate,Hotels, motels,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,50.0,Media & Entertainment,Advertising,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,60.0,Technology,IT provider,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,77.0,Real Estate,Real estate,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,47.0,Finance & Investments,Fintech,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,68.0,Fashion & Retail,Retail,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,78.0,Manufacturing,Motors,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,62.0,Finance & Investments,Hedge funds,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,88.0,Fashion & Retail,Retail,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,62.0,Service,Hotels, investments,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,75.0,Technology,Software,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,69.0,Food & Beverage,Starbucks,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,82.0,Fashion & Retail,Best Buy,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,74.0,Real Estate,Real estate,,
766,Brad Jacobs,67.0,United States,Logistics,Male,United States,Married,Logistics,,,3700,56.0,Manufacturing,Electrical equipment,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,56.0,Diversified,Diversified,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,53.0,Diversified,Diversified,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,71.0,Finance & Investments,Venture capital,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,63.0,Finance & Investments,Private equity,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,47.0,Automotive,Auto parts, distribution,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,84.0,Food & Beverage,Beer,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,82.0,Real Estate,Hotels,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,65.0,Finance & Investments,Banking,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,60.0,Gambling & Casinos,Casinos,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,59.0,Finance & Investments,Hedge funds,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,61.0,Automotive,Car dealerships,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,80.0,Finance & Investments,Investments,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,53.0,Finance & Investments,Fintech,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,37.0,Finance & Investments,Venture capital,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,83.0,Real Estate,Real estate,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,71.0,Real Estate,Real estate,,
787,Margarita Louis-Dreyfus,61.0,Switzerland,Food & Beverage,Female,Switzerland,Widowed,Commodities,,,3600,67.0,Finance & Investments,Hedge funds,,
